family	key	match_tag	case_variant	case_variant_key_collision	context	input	target_surfaces	ordered_returned_surfaces
C	LA	1	la	False	comma-neighbor	We noted, LA, today.	LA	We / noted / , / LA / , / today / . / Next / .
C	LA	1	la	False	case-variant-neutral	We noted la today.	la	We / noted / la / today / . / Next / .
C	MA	1	ma	False	baseline-neutral	We noted MA today.	MA	We / noted / MA / today / . / Next / .
C	MA	1	ma	False	state-code	We live in MA.	MA	We / live / in / MA / . / Next / .
C	MA	1	ma	False	comma-neighbor	We noted, MA, today.	MA	We / noted / , / MA / , / today / . / Next / .
C	MA	1	ma	False	case-variant-neutral	We noted ma today.	ma	We / noted / ma / today / . / Next / .
C	MAR	1	mar	False	baseline-neutral	We noted MAR today.	March	We / noted / March / today / . / Next / .
C	MAR	1	mar	False	calendar-date	We met on MAR. 5.	March	We / met / on / March / fifth / . / Next / .
C	MAR	1	mar	False	comma-neighbor	We noted, MAR, today.	March	We / noted / , / March / , / today / . / Next / .
C	MAR	1	mar	False	case-variant-neutral	We noted mar today.	March	We / noted / March / today / . / Next / .
C	MB	1	mb	True	baseline-neutral	We noted MB today.	MB	We / noted / MB / today / . / Next / .
C	MB	1	mb	True	numeric-or-ordinary	It is 5 MB. long.	five / megabytes	It / is / five / megabytes / long / . / Next / .
C	MB	1	mb	True	comma-neighbor	We noted, MB, today.	MB	We / noted / , / MB / , / today / . / Next / .
C	MB	1	mb	True	case-variant-neutral	We noted mb today.	mb	We / noted / mb / today / . / Next / .
C	MD	1	md	False	baseline-neutral	We noted MD today.	MD	We / noted / MD / today / . / Next / .
C	MD	1	md	False	state-code	We live in MD.	MD	We / live / in / MD / . / Next / .
C	MD	1	md	False	comma-neighbor	We noted, MD, today.	MD	We / noted / , / MD / , / today / . / Next / .
C	MD	1	md	False	case-variant-neutral	We noted md today.	md	We / noted / md / today / . / Next / .
C	ME	1	me	False	baseline-neutral	We noted ME today.	ME	We / noted / ME / today / . / Next / .
C	ME	1	me	False	state-code	We live in ME.	ME	We / live / in / ME / . / Next / .
C	ME	1	me	False	comma-neighbor	We noted, ME, today.	ME	We / noted / , / ME / , / today / . / Next / .
C	ME	1	me	False	case-variant-neutral	We noted me today.	me	We / noted / me / today / . / Next / .
C	MH	1	mh	False	baseline-neutral	We noted MH today.	MH	We / noted / MH / today / . / Next / .
C	MH	1	mh	False	numeric-or-ordinary	It is 5 MH. long.	five / MH	It / is / five / MH / long / . / Next / .
C	MH	1	mh	False	comma-neighbor	We noted, MH, today.	MH	We / noted / , / MH / , / today / . / Next / .
C	MH	1	mh	False	case-variant-neutral	We noted mh today.	mh	We / noted / mh / today / . / Next / .
C	MI	1	mi	True	baseline-neutral	We noted MI today.	MI	We / noted / MI / today / . / Next / .
C	MI	1	mi	True	state-code	We live in MI.	MI	We / live / in / MI / . / Next / .
C	MI	1	mi	True	comma-neighbor	We noted, MI, today.	MI	We / noted / , / MI / , / today / . / Next / .
C	MI	1	mi	True	case-variant-neutral	We noted mi today.	mi	We / noted / mi / today / . / Next / .
C	MN	1	mn	False	baseline-neutral	We noted MN today.	MN	We / noted / MN / today / . / Next / .
C	MN	1	mn	False	state-code	We live in MN.	MN	We / live / in / MN / . / Next / .
C	MN	1	mn	False	comma-neighbor	We noted, MN, today.	MN	We / noted / , / MN / , / today / . / Next / .
C	MN	1	mn	False	case-variant-neutral	We noted mn today.	mn	We / noted / mn / today / . / Next / .
C	MO	1	mo	False	baseline-neutral	We noted MO today.	MO	We / noted / MO / today / . / Next / .
C	MO	1	mo	False	state-code	We live in MO.	MO	We / live / in / MO / . / Next / .
C	MO	1	mo	False	comma-neighbor	We noted, MO, today.	MO	We / noted / , / MO / , / today / . / Next / .
C	MO	1	mo	False	case-variant-neutral	We noted mo today.	mo	We / noted / mo / today / . / Next / .
C	MON	1	mon	False	baseline-neutral	We noted MON today.	MON	We / noted / MON / today / . / Next / .
C	MON	1	mon	False	calendar-weekday	We met on MON.	Monday	We / met / on / Monday / . / Next / .
C	MON	1	mon	False	comma-neighbor	We noted, MON, today.	MON	We / noted / , / MON / , / today / . / Next / .
C	MON	1	mon	False	case-variant-neutral	We noted mon today.	mon	We / noted / mon / today / . / Next / .
C	MP	1	mp	False	baseline-neutral	We noted MP today.	MP	We / noted / MP / today / . / Next / .
C	MP	1	mp	False	numeric-or-ordinary	It is 5 MP. long.	five / MP	It / is / five / MP / long / . / Next / .
C	MP	1	mp	False	comma-neighbor	We noted, MP, today.	MP	We / noted / , / MP / , / today / . / Next / .
C	MP	1	mp	False	case-variant-neutral	We noted mp today.	mp	We / noted / mp / today / . / Next / .
C	MS	1	ms	True	baseline-neutral	We noted MS today.	MS	We / noted / MS / today / . / Next / .
C	MS	1	ms	True	state-code	We live in MS.	Miz	We / live / in / Miz / Next / .
C	MS	1	ms	True	comma-neighbor	We noted, MS, today.	MS	We / noted / , / MS / , / today / . / Next / .
C	MS	1	ms	True	case-variant-neutral	We noted ms today.	ms	We / noted / ms / today / . / Next / .
C	MT	1	mt	False	baseline-neutral	We noted MT today.	MT	We / noted / MT / today / . / Next / .
C	MT	1	mt	False	state-code	We live in MT.	Mount	We / live / in / Mount / Next / .
C	MT	1	mt	False	comma-neighbor	We noted, MT, today.	MT	We / noted / , / MT / , / today / . / Next / .
C	MT	1	mt	False	case-variant-neutral	We noted mt today.	mt	We / noted / mt / today / . / Next / .
C	Mar	1	mar	False	baseline-neutral	We noted Mar today.	March	We / noted / March / today / . / Next / .
C	Mar	1	mar	False	calendar-date	We met on Mar. 5.	March	We / met / on / March / fifth / . / Next / .
C	Mar	1	mar	False	comma-neighbor	We noted, Mar, today.	March	We / noted / , / March / , / today / . / Next / .
C	Mar	1	mar	False	case-variant-neutral	We noted mar today.	March	We / noted / March / today / . / Next / .
C	Mon	1	mon	False	baseline-neutral	We noted Mon today.	Mon	We / noted / Mon / today / . / Next / .
C	Mon	1	mon	False	calendar-weekday	We met on Mon.	Monday	We / met / on / Monday / . / Next / .
C	Mon	1	mon	False	comma-neighbor	We noted, Mon, today.	Mon	We / noted / , / Mon / , / today / . / Next / .
C	Mon	1	mon	False	case-variant-neutral	We noted mon today.	mon	We / noted / mon / today / . / Next / .
C	N.E	1	n.e	False	baseline-neutral	We noted N.E today.	N.E	We / noted / N.E / today / . / Next / .
C	N.E	1	n.e	False	numeric-or-ordinary	It is 5 N.E. long.	five / N.E	It / is / five / N.E / long / . / Next / .
C	N.E	1	n.e	False	comma-neighbor	We noted, N.E, today.	N.E	We / noted / , / N.E / , / today / . / Next / .
C	N.E	1	n.e	False	case-variant-neutral	We noted n.e today.	n.e	We / noted / n.e / today / . / Next / .
C	N.W	1	n.w	False	baseline-neutral	We noted N.W today.	N.W	We / noted / N.W / today / . / Next / .
C	N.W	1	n.w	False	numeric-or-ordinary	It is 5 N.W. long.	five / N.W	It / is / five / N.W / long / . / Next / .
C	N.W	1	n.w	False	comma-neighbor	We noted, N.W, today.	N.W	We / noted / , / N.W / , / today / . / Next / .
C	N.W	1	n.w	False	case-variant-neutral	We noted n.w today.	n.w	We / noted / n.w / today / . / Next / .
C	N.Y	1	n.y	False	baseline-neutral	We noted N.Y today.	N.Y	We / noted / N.Y / today / . / Next / .
C	N.Y	1	n.y	False	numeric-or-ordinary	It is 5 N.Y. long.	five / N.Y	It / is / five / N.Y / long / . / Next / .
C	N.Y	1	n.y	False	comma-neighbor	We noted, N.Y, today.	N.Y	We / noted / , / N.Y / , / today / . / Next / .
C	N.Y	1	n.y	False	case-variant-neutral	We noted n.y today.	n.y	We / noted / n.y / today / . / Next / .
C	NB	1	nb	False	baseline-neutral	We noted NB today.	NB	We / noted / NB / today / . / Next / .
C	NB	1	nb	False	numeric-or-ordinary	It is 5 NB. long.	five / NB	It / is / five / NB / long / . / Next / .
C	NB	1	nb	False	comma-neighbor	We noted, NB, today.	NB	We / noted / , / NB / , / today / . / Next / .
C	NB	1	nb	False	case-variant-neutral	We noted nb today.	nb	We / noted / nb / today / . / Next / .
C	NC	1	nc	False	baseline-neutral	We noted NC today.	NC	We / noted / NC / today / . / Next / .
C	NC	1	nc	False	state-code	We live in NC.	NC	We / live / in / NC / . / Next / .
C	NC	1	nc	False	comma-neighbor	We noted, NC, today.	NC	We / noted / , / NC / , / today / . / Next / .
C	NC	1	nc	False	case-variant-neutral	We noted nc today.	nc	We / noted / nc / today / . / Next / .
C	ND	1	nd	False	baseline-neutral	We noted ND today.	ND	We / noted / ND / today / . / Next / .
C	ND	1	nd	False	state-code	We live in ND.	ND	We / live / in / ND / . / Next / .
C	ND	1	nd	False	comma-neighbor	We noted, ND, today.	ND	We / noted / , / ND / , / today / . / Next / .
C	ND	1	nd	False	case-variant-neutral	We noted nd today.	nd	We / noted / nd / today / . / Next / .
C	NE	1	ne	False	baseline-neutral	We noted NE today.	NE	We / noted / NE / today / . / Next / .
C	NE	1	ne	False	state-code	We live in NE.	NE	We / live / in / NE / . / Next / .
C	NE	1	ne	False	comma-neighbor	We noted, NE, today.	NE	We / noted / , / NE / , / today / . / Next / .
C	NE	1	ne	False	case-variant-neutral	We noted ne today.	ne	We / noted / ne / today / . / Next / .
C	NF	1	nf	True	baseline-neutral	We noted NF today.	NF	We / noted / NF / today / . / Next / .
C	NF	1	nf	True	numeric-or-ordinary	It is 5 NF. long.	five / nanofarads	It / is / five / nanofarads / long / . / Next / .
C	NF	1	nf	True	comma-neighbor	We noted, NF, today.	NF	We / noted / , / NF / , / today / . / Next / .
C	NF	1	nf	True	case-variant-neutral	We noted nf today.	nf	We / noted / nf / today / . / Next / .
C	NH	1	nh	False	baseline-neutral	We noted NH today.	NH	We / noted / NH / today / . / Next / .
C	NH	1	nh	False	state-code	We live in NH.	NH	We / live / in / NH / . / Next / .
C	NH	1	nh	False	comma-neighbor	We noted, NH, today.	NH	We / noted / , / NH / , / today / . / Next / .
C	NH	1	nh	False	case-variant-neutral	We noted nh today.	nh	We / noted / nh / today / . / Next / .
C	NJ	1	nj	False	baseline-neutral	We noted NJ today.	NJ	We / noted / NJ / today / . / Next / .
C	NJ	1	nj	False	state-code	We live in NJ.	NJ	We / live / in / NJ / . / Next / .
C	NJ	1	nj	False	comma-neighbor	We noted, NJ, today.	NJ	We / noted / , / NJ / , / today / . / Next / .
C	NJ	1	nj	False	case-variant-neutral	We noted nj today.	nj	We / noted / nj / today / . / Next / .
C	NM	1	nm	True	baseline-neutral	We noted NM today.	NM	We / noted / NM / today / . / Next / .
C	NM	1	nm	True	state-code	We live in NM.	NM	We / live / in / NM / . / Next / .
C	NM	1	nm	True	comma-neighbor	We noted, NM, today.	NM	We / noted / , / NM / , / today / . / Next / .
C	NM	1	nm	True	case-variant-neutral	We noted nm today.	nm	We / noted / nm / today / . / Next / .
C	NOV	1	nov	False	baseline-neutral	We noted NOV today.	November	We / noted / November / today / . / Next / .
C	NOV	1	nov	False	calendar-date	We met on NOV. 5.	November	We / met / on / November / fifth / . / Next / .
C	NOV	1	nov	False	comma-neighbor	We noted, NOV, today.	November	We / noted / , / November / , / today / . / Next / .
C	NOV	1	nov	False	case-variant-neutral	We noted nov today.	November	We / noted / November / today / . / Next / .
C	NS	1	ns	True	baseline-neutral	We noted NS today.	NS	We / noted / NS / today / . / Next / .
C	NS	1	ns	True	numeric-or-ordinary	It is 5 NS. long.	five / nanoseconds	It / is / five / nanoseconds / long / . / Next / .
C	NS	1	ns	True	comma-neighbor	We noted, NS, today.	NS	We / noted / , / NS / , / today / . / Next / .
C	NS	1	ns	True	case-variant-neutral	We noted ns today.	ns	We / noted / ns / today / . / Next / .
C	NT	1	nt	False	baseline-neutral	We noted NT today.	NT	We / noted / NT / today / . / Next / .
C	NT	1	nt	False	numeric-or-ordinary	It is 5 NT. long.	five / NT	It / is / five / NT / long / . / Next / .
C	NT	1	nt	False	comma-neighbor	We noted, NT, today.	NT	We / noted / , / NT / , / today / . / Next / .
C	NT	1	nt	False	case-variant-neutral	We noted nt today.	nt	We / noted / nt / today / . / Next / .
C	NV	1	nv	False	baseline-neutral	We noted NV today.	NV	We / noted / NV / today / . / Next / .
C	NV	1	nv	False	state-code	We live in NV.	NV	We / live / in / NV / . / Next / .
C	NV	1	nv	False	comma-neighbor	We noted, NV, today.	NV	We / noted / , / NV / , / today / . / Next / .
C	NV	1	nv	False	case-variant-neutral	We noted nv today.	nv	We / noted / nv / today / . / Next / .
C	NW	1	nw	False	baseline-neutral	We noted NW today.	NW	We / noted / NW / today / . / Next / .
C	NW	1	nw	False	numeric-or-ordinary	It is 5 NW. long.	five / NW	It / is / five / NW / long / . / Next / .
C	NW	1	nw	False	comma-neighbor	We noted, NW, today.	NW	We / noted / , / NW / , / today / . / Next / .
C	NW	1	nw	False	case-variant-neutral	We noted nw today.	nw	We / noted / nw / today / . / Next / .
C	NY	1	ny	False	baseline-neutral	We noted NY today.	NY	We / noted / NY / today / . / Next / .
C	NY	1	ny	False	state-code	We live in NY.	NY	We / live / in / NY / . / Next / .
C	NY	1	ny	False	comma-neighbor	We noted, NY, today.	NY	We / noted / , / NY / , / today / . / Next / .
C	NY	1	ny	False	case-variant-neutral	We noted ny today.	ny	We / noted / ny / today / . / Next / .
C	Nm	1	nm	True	baseline-neutral	We noted Nm today.	newton / meter	We / noted / newton / meter / today / . / Next / .
C	Nm	1	nm	True	numeric-or-ordinary	It is 5 Nm. long.	five / newton / meters	It / is / five / newton / meters / long / . / Next / .
C	Nm	1	nm	True	comma-neighbor	We noted, Nm, today.	newton / meter	We / noted / , / newton / meter / , / today / . / Next / .
C	Nm	1	nm	True	case-variant-neutral	We noted nm today.	nm	We / noted / nm / today / . / Next / .
C	Nov	1	nov	False	baseline-neutral	We noted Nov today.	November	We / noted / November / today / . / Next / .
C	Nov	1	nov	False	calendar-date	We met on Nov. 5.	November	We / met / on / November / fifth / . / Next / .
C	Nov	1	nov	False	comma-neighbor	We noted, Nov, today.	November	We / noted / , / November / , / today / . / Next / .
C	Nov	1	nov	False	case-variant-neutral	We noted nov today.	November	We / noted / November / today / . / Next / .
C	OCT	1	oct	False	baseline-neutral	We noted OCT today.	October	We / noted / October / today / . / Next / .
C	OCT	1	oct	False	calendar-date	We met on OCT. 5.	October	We / met / on / October / fifth / . / Next / .
C	OCT	1	oct	False	comma-neighbor	We noted, OCT, today.	October	We / noted / , / October / , / today / . / Next / .
C	OCT	1	oct	False	case-variant-neutral	We noted oct today.	October	We / noted / October / today / . / Next / .
C	OH	1	oh	False	baseline-neutral	We noted OH today.	OH	We / noted / OH / today / . / Next / .
C	OH	1	oh	False	state-code	We live in OH.	OH	We / live / in / OH / . / Next / .
C	OH	1	oh	False	comma-neighbor	We noted, OH, today.	OH	We / noted / , / OH / , / today / . / Next / .
C	OH	1	oh	False	case-variant-neutral	We noted oh today.	oh	We / noted / oh / today / . / Next / .
C	OK	1	ok	False	baseline-neutral	We noted OK today.	OK	We / noted / OK / today / . / Next / .
C	OK	1	ok	False	state-code	We live in OK.	OK	We / live / in / OK / . / Next / .
C	OK	1	ok	False	comma-neighbor	We noted, OK, today.	OK	We / noted / , / OK / , / today / . / Next / .
C	OK	1	ok	False	case-variant-neutral	We noted ok today.	ok	We / noted / ok / today / . / Next / .
C	ON	1	on	False	baseline-neutral	We noted ON today.	ON	We / noted / ON / today / . / Next / .
C	ON	1	on	False	numeric-or-ordinary	It is 5 ON. long.	five / ON	It / is / five / ON / long / . / Next / .
C	ON	1	on	False	comma-neighbor	We noted, ON, today.	ON	We / noted / , / ON / , / today / . / Next / .
C	ON	1	on	False	case-variant-neutral	We noted on today.	on	We / noted / on / today / . / Next / .
C	OR	1	or	False	baseline-neutral	We noted OR today.	OR	We / noted / OR / today / . / Next / .
C	OR	1	or	False	state-code	We live in OR.	OR	We / live / in / OR / . / Next / .
C	OR	1	or	False	comma-neighbor	We noted, OR, today.	OR	We / noted / , / OR / , / today / . / Next / .
C	OR	1	or	False	case-variant-neutral	We noted or today.	or	We / noted / or / today / . / Next / .
C	Oct	1	oct	False	baseline-neutral	We noted Oct today.	October	We / noted / October / today / . / Next / .
C	Oct	1	oct	False	calendar-date	We met on Oct. 5.	October	We / met / on / October / fifth / . / Next / .
C	Oct	1	oct	False	comma-neighbor	We noted, Oct, today.	October	We / noted / , / October / , / today / . / Next / .
C	Oct	1	oct	False	case-variant-neutral	We noted oct today.	October	We / noted / October / today / . / Next / .
C	PA	1	pa	False	baseline-neutral	We noted PA today.	PA	We / noted / PA / today / . / Next / .
C	PA	1	pa	False	state-code	We live in PA.	PA	We / live / in / PA / . / Next / .
C	PA	1	pa	False	comma-neighbor	We noted, PA, today.	PA	We / noted / , / PA / , / today / . / Next / .
C	PA	1	pa	False	case-variant-neutral	We noted pa today.	pa	We / noted / pa / today / . / Next / .
C	PE	1	pe	False	baseline-neutral	We noted PE today.	PE	We / noted / PE / today / . / Next / .
C	PE	1	pe	False	numeric-or-ordinary	It is 5 PE. long.	five / PE	It / is / five / PE / long / . / Next / .
C	PE	1	pe	False	comma-neighbor	We noted, PE, today.	PE	We / noted / , / PE / , / today / . / Next / .
C	PE	1	pe	False	case-variant-neutral	We noted pe today.	pe	We / noted / pe / today / . / Next / .
C	PQ	1	pq	False	baseline-neutral	We noted PQ today.	PQ	We / noted / PQ / today / . / Next / .
C	PQ	1	pq	False	numeric-or-ordinary	It is 5 PQ. long.	five / PQ	It / is / five / PQ / long / . / Next / .
C	PQ	1	pq	False	comma-neighbor	We noted, PQ, today.	PQ	We / noted / , / PQ / , / today / . / Next / .
C	PQ	1	pq	False	case-variant-neutral	We noted pq today.	pq	We / noted / pq / today / . / Next / .
C	PR	1	pr	False	baseline-neutral	We noted PR today.	PR	We / noted / PR / today / . / Next / .
C	PR	1	pr	False	numeric-or-ordinary	It is 5 PR. long.	five / PR	It / is / five / PR / long / . / Next / .
C	PR	1	pr	False	comma-neighbor	We noted, PR, today.	PR	We / noted / , / PR / , / today / . / Next / .
